gene	SG1-2014-09-5	SG1-2016-02-1	SG1-2015-06-3	SG1-2015-06-2	SG1-2016-02-4	SG1-2016-02-5	SG1-2014-09-3	SG1-2014-09-4	SG1-2014-09-2	SG1-2016-02-2	SG1-2017-02-1	SG1-2017-02-5	SG1-2017-02-4	SG1-2017-02-3	SG1-2017-02-2	SG1-2015-06-1	SG1-2016-02-3	SG1-2015-06-5	SG1-2014-09-1	SG1-2015-06-4
Serine_threonine-protein_kinase_C	7	1	5	13	6	1	13	3	0	3	5	0	3	17	1	16	1	2	15	2
NAD-dependent_malic_enzyme	2	3	0	2	3	1	3	3	5	1	2	6	3	3	3	2	1	2	2	1
Filamentous_hemagglutinin	12	0	12	0	4	4	2	3	4	5	7	27	14	6	5	8	5	7	9	7
Cyclopropane_mycolic_acid_synthase_3	2	0	0	0	0	0	0	0	0	0	2	4	0	0	0	3	0	2	1	2
Inositol-1-monophosphatase	0	0	0	0	0	0	0	0	0	1	0	1	10	1	1	0	0	0	0	0
Transcriptional_regulatory_protein_DegU	1	0	0	0	0	1	0	0	1	0	1	1	2	1	1	1	0	0	0	0
Pantothenate_synthetase	0	0	0	0	5	1	5	5	1	4	6	4	7	1	3	3	3	1	0	0
ATP_phosphoribosyltransferase	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Recombination_protein_RecR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Flavin_prenyltransferase_UbiX	1	0	0	1	1	1	0	0	0	2	1	0	2	4	1	3	0	1	1	1
putative_manganese_catalase	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	2	0	0	0	0
Cobalt-factor_III_methyltransferase	1	4	0	2	3	5	0	2	3	2	0	5	0	1	5	3	6	3	3	2
H(+)_Cl(-)_exchange_transporter_ClcA	5	7	9	8	2	5	5	6	3	4	7	3	7	6	5	9	1	2	8	4
putative_N-acetyltransferase_YafP	0	0	1	1	2	1	1	2	1	2	2	1	2	2	0	2	1	1	0	1
Phosphatidate_cytidylyltransferase	1	0	1	1	1	0	2	1	2	0	2	3	1	2	1	1	0	1	3	1
Putative_fluoride_ion_transporter_CrcB	0	1	1	1	0	1	0	0	1	0	0	1	1	0	1	1	0	0	1	0
tRNA-Tyr(gta)	0	2	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
Protease_4	4	2	0	1	2	3	1	1	0	4	5	6	0	2	2	2	3	0	1	0
Isopenicillin_N_epimerase	1	5	3	2	2	2	1	2	2	0	7	1	0	5	2	5	0	0	6	2
K(+)_H(+)_antiporter_NhaP2	1	2	0	0	4	2	1	2	1	4	2	4	0	2	2	2	0	0	1	0
Adenylylsulfate_reductase_subunit_alpha	3	5	2	3	4	9	1	3	3	5	7	4	0	0	3	3	3	2	2	0
Cardiolipin_synthase	3	3	1	1	2	1	1	0	3	3	4	5	4	2	3	5	0	1	2	2
Allophycocyanin_subunit_alpha-B	1	1	1	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0
Nucleoid-associated_protein_YbaB	1	0	0	0	1	0	1	0	3	0	9	0	0	2	1	1	0	0	0	0
Signal_peptidase_I	0	0	0	0	0	1	0	1	1	1	2	2	1	1	2	1	1	0	2	0
DNA_gyrase_subunit_B	3	3	2	6	0	3	1	0	3	2	4	2	3	1	2	4	2	3	3	2
S-adenosylmethionine_synthase	0	2	0	0	0	1	1	1	1	0	1	3	1	0	2	0	1	0	0	1
putative_transport_protein_HsrA	0	1	1	1	0	1	0	0	1	1	2	0	0	0	0	1	0	0	1	0
Tyrosine-protein_kinase_ptk	3	8	2	2	4	1	4	4	1	3	9	6	12	5	10	2	7	1	3	2
Phosphoserine_phosphatase_1	1	1	0	1	0	3	1	0	5	1	2	0	3	3	2	0	0	0	1	0
Multifunctional-autoprocessing_repeats-in-toxin	0	1	0	0	1	0	0	1	1	0	0	0	0	0	4	1	0	0	0	0
Riboflavin_biosynthesis_protein_RibF	1	3	2	0	0	2	1	2	0	2	4	2	3	2	3	3	3	1	1	1
Xylulose-5-phosphate_phosphoketolase	1	3	3	2	4	1	0	2	1	3	3	3	1	2	1	3	4	3	3	2
Amino-acid_acetyltransferase	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	2	0	0	1	0
Glutaredoxin_arsenate_reductase	3	0	2	4	2	0	2	0	2	0	0	3	2	0	0	2	0	3	2	2
Acetoacetyl-CoA_reductase	1	2	3	0	0	2	1	2	0	0	0	1	3	1	1	3	0	2	1	1
Trigger_factor	2	2	1	1	1	3	0	0	0	1	2	1	1	0	2	1	0	0	1	1
Ferredoxin-thioredoxin_reductase,_variable_chain	0	0	1	1	1	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0
Glutamate_5-kinase	3	5	2	3	2	3	4	4	3	2	2	7	3	0	6	3	7	2	1	2
Ribosomal_protein_L11_methyltransferase	5	0	1	2	0	1	0	0	3	1	1	6	2	2	1	3	2	1	0	0
UDP-N-acetylenolpyruvoylglucosamine_reductase	0	2	0	0	2	2	1	0	1	2	2	1	3	0	1	0	0	0	1	0
Small-conductance_mechanosensitive_channel	1	3	3	2	1	3	2	0	3	0	4	4	0	2	1	1	4	2	2	1
Universal_stress_protein_A	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	1
Cytochrome_c6	0	3	3	0	61	0	61	4	42	61	4	0	61	4	3	3	3	0	61	0
DNA_polymerase_III_subunit_beta	1	2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
Ferredoxin-thioredoxin_reductase,_catalytic_chain	0	0	0	0	1	1	0	1	0	1	2	0	1	0	1	0	0	0	1	0
Deoxyribose-phosphate_aldolase_1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	2	1	0	2	0
Allophycocyanin_alpha_chain	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	3	1	0	0	0
6-phosphogluconolactonase	0	0	1	1	3	1	2	3	3	1	3	1	0	1	3	2	0	1	1	0
Phosphoribosylglycinamide_formyltransferase	2	2	0	1	3	1	1	1	0	0	3	1	5	4	1	2	1	1	4	1
23S_rRNA_(uracil-C(5))-methyltransferase_RlmCD	2	2	0	0	2	1	5	1	2	3	2	3	0	5	2	7	0	0	0	0
Cyclic_nucleotide-gated_potassium_channel	1	3	2	4	2	3	1	0	3	1	0	3	3	0	0	1	1	0	2	0
Cellobiose_2-epimerase	4	0	2	4	3	2	2	0	3	2	2	5	5	0	2	1	3	2	4	1
Phosphoglycerate_kinase	3	1	2	3	1	0	0	0	1	3	1	0	0	3	1	0	1	0	2	1
NAD(P)H-quinone_oxidoreductase_subunit_3	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	0	1	1	1
Squalene--hopene_cyclase	6	0	6	9	4	2	1	1	0	2	5	6	1	2	2	5	0	4	8	4
4-cresol_dehydrogenase_[hydroxylating]_flavoprotein_subunit	2	3	0	1	1	0	0	0	1	0	2	1	0	2	1	1	0	0	1	1
2-C-methyl-D-erythritol_4-phosphate_cytidylyltransferase	0	3	0	0	1	2	0	1	1	0	2	2	3	6	1	1	3	0	1	0
2,3-dimethylmalate_dehydratase_large_subunit	2	2	1	1	0	2	1	2	5	0	4	2	4	3	1	2	0	0	2	0
Polyribonucleotide_nucleotidyltransferase	2	1	0	1	2	1	1	1	1	2	2	3	4	3	1	2	1	0	1	0
Arginine--tRNA_ligase	5	2	8	8	2	1	1	1	3	1	3	4	5	5	2	2	0	0	1	1
Photosystem_II_reaction_center_protein_Ycf12	1	0	0	0	0	0	0	0	2	1	0	0	1	2	1	0	0	0	0	0
Photosystem_II_reaction_center_X_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Decarbamoylnovobiocin_carbamoyltransferase	86	6	3	3	0	6	246	14	180	5	239	0	0	0	0	1	3	4	1	2
Histidine_N-alpha-methyltransferase	1	2	1	1	0	1	1	1	0	2	1	1	2	2	4	2	1	0	0	0
Prephenate_dehydratase	1	1	1	1	0	2	1	0	3	0	0	2	3	1	2	1	0	0	1	1
Biopolymer_transport_protein_ExbB	1	0	1	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0
Translation_initiation_factor_IF-2	0	6	8	9	5	4	2	1	0	4	5	11	10	9	2	7	6	4	8	4
Glucose-6-phosphate_1-dehydrogenase_2	0	0	1	1	1	0	3	0	0	0	2	3	1	43	0	1	1	1	0	1
Gluconeogenesis_factor	0	1	2	2	1	0	1	1	3	0	0	3	2	4	1	1	1	0	3	0
putative_glutamine_ABC_transporter_permease_protein_GlnM	6	3	3	5	0	0	1	2	3	1	4	5	4	4	3	6	2	3	1	2
putative_dual-specificity_RNA_methyltransferase_RlmN	1	1	2	2	1	1	2	0	2	0	3	1	3	1	0	3	1	0	1	1
Phosphopantetheine_adenylyltransferase	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HTH-type_transcriptional_repressor_YtrA	1	0	0	2	1	0	1	2	0	4	1	4	0	1	2	2	0	2	2	2
Methionine_synthase	6	2	5	6	3	1	4	0	7	0	5	5	6	4	3	4	3	1	5	4
FKBP-type_peptidyl-prolyl_cis-trans_isomerase_SlyD	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0
Membrane_protein_insertase_YidC	0	1	1	2	1	1	2	1	1	1	1	0	1	1	0	2	1	0	1	1
Ribonuclease_E	1	2	1	1	2	3	1	0	1	1	9	5	0	4	1	0	2	0	4	1
Ribonuclease_D	1	3	3	3	1	1	0	0	4	1	2	2	2	1	0	4	3	2	2	0
Acetyl-coenzyme_A_carboxylase_carboxyl_transferase_subunit_alpha	1	0	3	2	1	0	1	1	0	0	3	4	5	1	0	3	2	0	1	1
Gamma-glutamylputrescine_oxidoreductase	4	2	1	3	0	4	0	1	2	0	4	3	1	2	3	2	0	1	2	3
Protein_PsbN	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
Cryptochrome_DASH	1	0	0	1	0	1	0	1	1	0	1	1	5	2	1	0	1	0	0	0
Carboxymethylenebutenolidase	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	1
Teichoic_acids_export_ATP-binding_protein_TagH	7	5	5	6	4	10	7	6	4	6	5	3	4	1	8	10	11	5	5	5
Chaperone_protein_HtpG	1	3	2	0	2	0	1	0	0	1	2	2	2	0	1	1	1	0	3	0
tRNA-Phe(gaa)	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
Cytosol_aminopeptidase	2	1	2	2	2	1	0	3	3	2	5	7	4	0	0	0	6	0	2	1
Ribonuclease_Z	1	0	1	1	0	0	0	0	2	1	0	2	0	0	0	0	1	0	1	0
Release_factor_glutamine_methyltransferase	1	0	0	1	3	0	0	0	4	1	1	1	1	1	0	1	2	0	0	0
Guanylate_kinase	1	0	0	0	1	0	0	0	0	1	2	0	0	3	0	2	0	0	0	0
Endonuclease_V	0	0	1	2	0	1	1	0	2	0	1	0	1	1	2	2	0	0	1	0
putative_hydrolase_YxeP	5	4	3	3	1	0	2	1	0	1	2	2	1	2	1	2	2	0	0	2
Sensor_protein_ZraS	3	2	4	4	0	0	2	1	1	0	2	3	2	3	0	0	1	0	2	3
Thymidylate_synthase_ThyX	3	6	5	6	6	2	5	2	4	4	5	3	1	4	1	1	7	1	6	1
UvrABC_system_protein_C	3	4	5	4	0	4	3	2	5	4	6	6	2	0	2	1	3	0	4	2
FK506-binding_protein	1	1	0	0	0	0	0	0	0	0	1	0	0	1	2	0	1	0	0	0
O-acetylserine_sulfhydrylase	3	5	2	2	3	3	3	2	2	1	3	5	0	3	3	5	4	2	0	2
30S_ribosomal_protein_S17	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1
30S_ribosomal_protein_S16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30S_ribosomal_protein_S15	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1
50S_ribosomal_protein_L5	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5-formyltetrahydrofolate_cyclo-ligase	0	0	0	0	0	0	0	0	1	0	0	3	1	0	1	0	4	0	0	0
8-amino-3,8-dideoxy-manno-octulosonate_cytidylyltransferase	1	4	0	1	1	2	2	1	2	2	1	1	3	4	3	1	2	1	1	0
2-amino-4-hydroxy-6-hydroxymethyldihydropteridine_pyrophosphokinase	1	0	1	2	0	0	0	0	2	0	0	1	2	0	0	0	2	1	1	0
Nucleoside_triphosphate_pyrophosphohydrolase	0	0	0	0	1	0	2	1	0	1	1	0	5	2	1	1	0	0	1	0
30S_ribosomal_protein_S21_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thymidylate_kinase	0	0	0	0	1	0	0	0	1	1	1	0	0	1	2	1	0	0	0	1
30S_ribosomal_protein_S19	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
30S_ribosomal_protein_S18	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
tRNA-Thr(cgt)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Putative_phosphoribosyl_transferase	0	4	1	1	0	0	1	0	2	1	1	2	0	2	1	2	0	0	0	0
Penicillinase_repressor	0	2	0	0	0	1	0	1	1	2	1	1	0	0	1	1	0	1	1	0
Acetate_kinase	3	0	1	0	3	0	3	2	2	3	0	2	0	5	4	2	3	1	0	1
Modification_methylase_DpnIIA	9	2	4	5	4	1	2	0	6	2	8	7	5	8	4	5	6	3	2	2
Signal_peptidase_IB	1	2	0	2	0	1	2	1	3	1	1	2	1	0	1	1	2	2	1	2
Taurine-binding_periplasmic_protein	1	7	4	4	6	5	5	5	4	7	6	1	4	0	2	5	4	3	1	3
4-hydroxy-3-methylbut-2-en-1-yl_diphosphate_synthase_(ferredoxin)	0	4	2	3	2	1	2	0	2	4	5	2	1	0	5	3	1	1	2	2
Spermidine_putrescine-binding_periplasmic_protein	3	2	3	0	0	0	0	0	2	0	0	0	0	0	2	7	0	0	2	1
Putative_2-dehydropantoate_2-reductase	1	0	2	2	1	0	1	0	3	1	0	3	1	2	1	3	1	1	2	1
Photosystem_II_reaction_center_protein_Z	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
3-hydroxyacyl-[acyl-carrier-protein]_dehydratase_FabZ	1	1	1	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0
Inner_membrane_protein_YfdC	2	2	0	0	3	5	2	2	0	2	3	0	2	4	4	5	2	1	0	0
4-hydroxy-tetrahydrodipicolinate_reductase	0	3	0	0	0	1	1	2	2	1	3	2	3	4	1	0	3	0	0	0
Photosystem_II_reaction_center_protein_K	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Photosystem_II_reaction_center_protein_I	1	0	1	1	1	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1
Photosystem_II_reaction_center_protein_H	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0
Type_II_secretion_system_protein_E	4	1	2	2	1	2	2	2	0	3	4	2	0	9	2	2	2	0	2	2
Type_II_secretion_system_protein_G	0	1	0	0	1	2	2	0	0	1	1	0	2	0	1	0	0	0	0	0
DNA_topoisomerase_1	1	7	4	4	4	1	2	1	2	3	1	1	10	0	4	4	3	4	4	4
DNA_repair_protein_RecO	1	1	2	1	2	0	3	3	3	1	3	2	5	3	1	1	0	3	1	3
Adenylate_cyclase_1	2	2	2	0	4	8	4	4	1	5	3	4	1	0	4	3	4	0	0	2
Sulfur_carrier_protein_CysO	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Dipeptide_transport_system_permease_protein_DppC	3	2	0	1	2	3	3	3	1	0	2	1	1	1	3	3	1	3	1	0
Non-canonical_purine_NTP_pyrophosphatase	6	4	6	6	5	5	4	4	5	2	3	0	5	0	3	7	3	6	6	6
Thiosulfate_sulfurtransferase	0	5	1	0	1	2	1	1	2	3	1	1	0	0	4	1	0	1	0	1
Adenylosuccinate_lyase	2	0	4	4	2	1	1	2	2	2	1	2	0	1	1	2	0	2	3	3
putative_DNA_double-strand_break_repair_Rad50_ATPase	3	9	3	3	6	3	3	2	7	1	2	5	7	3	5	7	3	2	5	2
Putative_tyrosine-protein_kinase_YveL	1	2	3	0	3	4	2	2	4	5	5	8	8	3	4	3	3	1	4	2
4-hydroxy-tetrahydrodipicolinate_synthase	2	3	1	3	0	1	3	0	0	1	1	3	3	1	1	3	3	0	3	1
Iron_deficiency-induced_protein_A	4	3	2	3	2	0	2	0	1	0	4	1	4	5	2	3	2	0	3	0
NADH_pyrophosphatase	1	1	0	0	3	0	0	2	0	1	2	4	2	0	2	4	3	0	2	0
60_kDa_chaperonin_1	3	8	2	0	2	1	3	2	2	2	3	1	4	0	3	2	4	4	2	0
putative_ferredoxin_ferredoxin--NADP_reductase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide)_pyrophosphoryl-undecaprenol_N-acetylglucosamine_transferase	1	4	0	3	4	1	0	0	0	0	3	3	1	0	1	0	2	1	0	0
50S_ribosomal_protein_L25	1	1	1	2	0	0	0	0	2	1	2	1	0	0	0	2	1	0	0	0
Mechanosensitive_channel_MscK	2	5	6	6	2	2	2	3	0	5	5	4	4	3	16	8	4	6	7	7
Citrate_synthase	0	2	1	1	2	0	0	0	1	0	0	1	2	0	2	1	1	0	0	0
Baeyer-Villiger_flavin-containing_monooxygenase	0	4	0	0	1	1	0	0	2	2	2	1	5	7	4	1	0	1	0	0
Quinolinate_synthase_A	2	3	1	1	3	1	2	0	0	0	4	2	2	2	2	3	3	1	0	1
Superoxide_dismutase_[Fe]	0	1	1	1	1	0	0	0	1	1	3	3	1	1	1	5	1	0	1	1
Stringent_starvation_protein_A	2	1	1	1	0	1	1	2	3	2	3	3	0	1	0	1	1	0	1	1
50S_ribosomal_protein_L22	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Chorismate_synthase	4	2	2	4	4	1	1	1	3	2	3	4	4	2	3	5	3	2	3	2
Phthiocerol_synthesis_polyketide_synthase_type_I_PpsA	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
Inner_membrane_transport_permease_YbhR	14	0	17	19	2	9	6	0	8	8	1	0	1	3	4	15	5	11	4	3
High-affinity_zinc_uptake_system_binding-protein_ZnuA	1	3	0	0	0	1	0	0	0	2	1	0	1	0	1	1	3	0	0	0
DNA_mismatch_repair_protein_MutS	5	3	1	6	3	0	0	1	10	1	2	0	0	12	9	4	4	1	4	1
Glucose-1-phosphate_cytidylyltransferase	0	0	1	1	1	0	0	1	1	0	4	0	0	0	2	1	0	0	0	1
putative_adenylyl-sulfate_kinase	3	1	0	3	0	0	1	0	0	0	1	1	1	3	1	0	1	1	2	0
Toxin_HigB-1	4	3	4	4	4	0	1	0	3	1	2	1	1	0	1	0	3	0	4	0
Chemotaxis_protein_CheY	1	2	2	2	0	2	0	1	3	0	0	0	1	1	2	1	2	2	0	1
putative_FMN_FAD_exporter_YeeO	18	4	7	11	2	10	6	2	17	8	24	18	9	0	10	5	15	4	6	12
tRNA_pseudouridine_synthase_A	1	1	3	4	1	2	1	1	2	1	1	1	2	3	2	1	1	3	4	4
Cobalamin_biosynthesis_bifunctional_protein_CbiET	1	1	2	3	7	1	0	0	1	1	3	3	157	1	1	3	1	1	3	0
Crossover_junction_endodeoxyribonuclease_RuvC	0	1	1	1	2	1	1	1	1	1	1	2	0	2	1	3	0	1	1	0
Transcriptional_regulatory_protein_ComA	2	1	2	0	2	1	1	1	2	5	0	1	1	3	0	3	1	0	2	1
NH(3)-dependent_NAD(+)_synthetase	1	0	1	1	1	1	0	0	0	0	5	2	0	0	1	2	1	1	3	0
Putative_serine_protease_HhoB	3	2	3	2	0	1	1	0	2	2	1	2	2	0	1	2	2	0	1	0
2,3-bisphosphoglycerate-dependent_phosphoglycerate_mutase	0	1	0	0	1	0	0	0	0	1	1	1	1	0	1	0	1	0	0	0
Prephenate_dehydrogenase	0	0	2	5	0	2	2	2	0	1	2	1	4	0	5	3	3	3	2	1
Thiol-disulfide_oxidoreductase_ResA	1	1	1	1	0	0	1	0	0	1	2	0	0	2	0	0	1	1	1	1
Ribosome_biogenesis_GTPase_A	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Sulfate_adenylyltransferase	1	3	0	3	2	0	1	0	0	0	0	3	0	2	1	1	4	1	0	1
3-isopropylmalate_dehydratase_small_subunit_1	3	1	2	2	1	2	0	0	0	2	3	0	2	1	1	1	0	0	0	0
Folate-biopterin_transporter	3	2	2	3	1	2	0	2	3	2	3	5	4	4	2	0	3	1	3	1
Lactate_utilization_protein_A	1	0	2	2	0	0	1	2	3	2	4	1	1	1	1	4	0	1	3	1
Cobalt-precorrin-8_methylmutase	1	2	1	1	1	0	0	0	100	0	1	2	2	229	0	2	0	1	0	0
Argininosuccinate_synthase	2	0	2	3	0	2	0	1	1	0	0	0	3	4	1	0	3	0	0	0
UDP-N-acetylmuramoylalanine--D-glutamate_ligase	0	2	0	0	2	1	1	0	1	1	5	2	2	1	2	0	3	0	0	0
Polar-differentiation_response_regulator_DivK	2	2	1	2	2	0	0	0	0	2	3	3	3	0	1	0	1	0	2	2
Argininosuccinate_lyase	2	0	2	1	1	3	2	3	0	1	2	3	2	4	3	2	2	1	1	0
Chloride_fluoride_channel_protein	3	3	1	3	3	3	1	4	1	3	3	5	0	10	6	4	2	1	3	1
Pyrrolidone-carboxylate_peptidase	2	1	2	1	0	1	0	1	5	0	0	0	5	3	0	3	2	0	1	1
6-carboxy-5,6,7,8-tetrahydropterin_synthase	2	2	0	1	1	1	0	0	1	2	4	3	0	1	0	2	1	1	0	0
phosphoglycerate_mutase_GpmB	0	0	3	2	0	1	0	0	0	1	0	0	0	0	2	0	3	0	2	1
Phenylacetate-coenzyme_A_ligase	0	1	0	1	3	0	0	3	0	0	4	2	6	4	2	4	0	1	1	1
Ribonuclease_J1	1	3	0	0	0	0	1	0	1	1	3	5	0	2	5	2	2	0	0	0
30S_ribosomal_protein_S12	2	2	1	2	1	3	2	0	0	2	0	0	1	1	0	0	0	1	2	2
Low-affinity_inorganic_phosphate_transporter_1	2	2	1	1	1	3	1	1	1	3	5	2	2	1	2	2	2	0	3	0
Glutamate--tRNA_ligase	4	2	1	1	4	0	2	0	0	2	4	1	8	2	1	13	3	1	0	3
Putative_amino-acid_ABC_transporter-binding_protein_YhdW	3	3	2	3	2	0	0	0	2	0	2	1	3	1	1	5	1	1	2	3
Peptide_deformylase	0	1	0	0	6	2	4	2	0	2	2	0	0	2	5	4	0	1	0	0
Murein_hydrolase_activator_NlpD	2	5	2	3	0	0	0	1	2	17	5	2	0	0	2	5	4	3	3	1
Pyrophosphatase_PpaX	2	1	1	2	0	1	3	0	0	0	2	4	0	1	1	3	2	0	2	1
Purine_efflux_pump_PbuE	0	1	0	0	0	0	0	0	1	1	2	1	9	2	1	3	2	0	0	0
putative_oxidoreductase_CzcO	4	6	3	2	5	3	0	2	3	5	4	2	2	4	5	4	4	3	3	2
Biopolymer_transport_protein_ExbD	1	1	0	0	2	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0
Photosystem_I_reaction_center_subunit_XII	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiamine-phosphate_synthase	3	0	1	2	1	0	0	0	0	0	1	0	2	1	0	3	0	0	2	0
Farnesyl_diphosphate_synthase	1	4	0	6	4	0	2	0	2	0	2	5	2	0	3	3	4	1	3	3
Response_regulator_rcp1	3	1	2	2	0	2	1	0	2	1	2	1	1	2	1	2	0	0	1	2
N-acetyltransferase_Eis	0	1	1	1	4	1	3	1	7	3	2	1	1	3	2	2	0	1	2	0
Apocarotenoid-15,15'-oxygenase	4	4	3	2	2	1	1	1	1	1	4	5	5	3	5	2	1	2	1	1
Peptide_chain_release_factor_1	1	2	2	3	3	1	1	1	4	1	3	2	2	4	1	1	2	2	2	1
putative_MscS_family_protein_YkuT	4	7	0	4	3	3	5	4	7	7	4	4	10	7	2	4	6	2	2	5
Glycerol-3-phosphate_acyltransferase	1	1	0	1	2	0	0	1	3	1	1	2	1	1	0	1	0	0	0	0
Succinate--CoA_ligase_[ADP-forming]_subunit_beta	1	3	2	2	0	3	1	0	2	1	4	1	3	1	1	2	1	0	5	1
Photosystem_II_12_kDa_extrinsic_protein	0	1	1	1	0	2	0	2	1	0	1	1	0	1	2	2	0	0	1	1
2,3-bisphosphoglycerate-independent_phosphoglycerate_mutase	7	2	5	5	8	2	1	2	5	3	3	7	3	4	4	1	2	4	4	4
Protein_RecA	1	0	4	4	1	0	1	0	0	1	2	2	1	0	1	2	1	2	3	2
Asparagine--tRNA_ligase	3	2	3	24	2	3	4	1	1	3	4	3	4	2	3	5	1	1	4	2
Serine_hydroxymethyltransferase	3	1	2	2	2	0	0	0	1	2	1	0	4	0	1	3	1	0	0	2
Bifunctional_ligase_repressor_BirA	1	1	1	1	1	2	1	1	1	3	1	3	1	0	1	1	2	0	2	1
Ribonuclease_P_protein_component	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0
putative_symporter_YjmB	1	2	1	2	2	1	0	2	2	3	1	6	3	0	2	2	1	2	2	0
50S_ribosomal_protein_L7_L12	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0
Putative_mycofactocin_radical_SAM_maturase_MftC	4	2	4	5	3	1	3	1	3	3	1	5	11	0	1	0	7	2	5	1
Beta-etherase	1	1	0	0	1	1	1	0	0	0	1	1	0	0	0	2	0	1	1	0
Allophycocyanin_beta_chain	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0
Bifunctional_protein_FolD_protein	1	1	2	1	0	1	0	0	4	1	5	2	2	3	5	0	5	1	1	0
Arginine_transport_ATP-binding_protein_ArtP	1	1	0	0	0	0	1	0	0	0	0	1	2	2	0	2	1	0	2	0
Alternative_cytochrome_c_oxidase_subunit_2	0	3	1	2	1	2	1	1	1	4	3	2	1	2	2	1	1	1	1	0
Serine_threonine_phosphatase_stp	1	1	0	0	2	3	0	1	0	2	1	1	2	2	0	1	0	0	0	0
30S_ribosomal_protein_S10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S-adenosylmethionine_decarboxylase_proenzyme	2	0	1	1	0	0	0	0	0	0	1	1	7	1	0	0	0	0	1	0
CDP-diacylglycerol--glycerol-3-phosphate_3-phosphatidyltransferase	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
D-glycero-alpha-D-manno-heptose-1,7-bisphosphate_7-phosphatase	1	2	0	0	1	0	1	0	1	1	0	1	2	1	3	2	1	0	0	0
Photosystem_I_assembly_protein_Ycf4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
2-oxoglutaramate_amidase	2	1	2	4	4	6	1	2	2	3	2	2	1	0	1	3	3	3	1	2
